program,title,link,upvotes,bounty
concrete5,Stored XSS in Testimonial Position,hackerone.com/reports/50645,0,0.0
concrete5,Stored XSS in testimonial Company,hackerone.com/reports/50656,0,0.0
concrete5,Stored XSS in,hackerone.com/reports/50644,0,0.0
concrete5,Stored Xss in Feature Paragraph,hackerone.com/reports/50642,0,0.0
concrete5,Stored XSS in Feature tile,hackerone.com/reports/50639,0,0.0
concrete5,Stored XSS in title of date navigation,hackerone.com/reports/50627,0,0.0
concrete5,Stored XSS in Title of the topic List,hackerone.com/reports/50626,0,0.0
concrete5,Stored XSS in Contact Form,hackerone.com/reports/50564,0,0.0
concrete5,Stored XSS on Search Title,hackerone.com/reports/50556,0,0.0
concrete5,Stored XSS on Title of Page List in edit page list,hackerone.com/reports/50554,0,0.0
HackerOne,"In markdown, parsing things like @danlec and #46072 after links is unsafe",hackerone.com/reports/46312,5,0.0
Shopify,"Shopify android client all API request's response leakage, including access_token, cookie, response header, response body content",hackerone.com/reports/56002,2,2000.0
Airbnb,I Can Delete Any Airbnb Users Symbol!,hackerone.com/reports/49356,0,0.0
Shopify,Open redirection in OAuth,hackerone.com/reports/55525,3,500.0
Shopify,[persistent cross-site scripting] customers can target admins,hackerone.com/reports/55842,1,1000.0
Python (IBB),Integer overflow in _json_encode_unicode leads to crash,hackerone.com/reports/73260,0,1000.0
Python (IBB),Integer overflow in _pickle.c,hackerone.com/reports/73259,0,500.0
Python (IBB),Python: imageop Unsafe Arithmetic,hackerone.com/reports/73258,0,1000.0
PHP (IBB),PHP yaml_parse/yaml_parse_file/yaml_parse_url Unsafe Deserialization,hackerone.com/reports/73257,0,500.0
PHP (IBB),PHP yaml_parse/yaml_parse_file/yaml_parse_url Double Free,hackerone.com/reports/73256,0,1500.0
PHP (IBB),str_repeat() sign mismatch based memory corruption,hackerone.com/reports/73255,0,500.0
Python (IBB),Multiple type confusions in unicode error handlers,hackerone.com/reports/73253,1,500.0
Python (IBB),Use after free in get_filter,hackerone.com/reports/73252,1,500.0
Python (IBB),Multiple use after free bugs in json encoding,hackerone.com/reports/73251,1,1500.0
Python (IBB),Multiple use after free bugs in heapq module,hackerone.com/reports/73250,1,1500.0
Python (IBB),Multiple use after free bugs in element module,hackerone.com/reports/73249,1,1500.0
Python (IBB),Tokenizer crash when processing undecodable source code,hackerone.com/reports/73248,0,500.0
PHP (IBB),php_stream_url_wrap_http_ex() type-confusion vulnerability,hackerone.com/reports/73247,2,500.0
PHP (IBB),Use-after-free in php_curl related to CURLOPT_FILE/_INFILE/_WRITEHEADER,hackerone.com/reports/73246,2,500.0
PHP (IBB),Type Confusion Vulnerability in SoapClient,hackerone.com/reports/73245,3,500.0
PHP (IBB),Use after free vulnerability in unserialize() with DateInterval,hackerone.com/reports/73244,2,1500.0
The Internet,libcurl: URL request injection,hackerone.com/reports/73242,0,3000.0
OpenSSL (IBB),Malformed ECParameters causes infinite loop,hackerone.com/reports/73241,0,2500.0
PHP (IBB),Integer overflow in ftp_genlist() resulting in heap overflow,hackerone.com/reports/73240,0,1500.0
PHP (IBB),ZIP Integer Overflow leads to writing past heap boundary,hackerone.com/reports/73239,0,1500.0
PHP (IBB),Buffer Over-read in unserialize when parsing Phar,hackerone.com/reports/73238,0,1000.0
PHP (IBB),Buffer Over flow when parsing tar/zip/phar in phar_set_inode,hackerone.com/reports/73237,0,1000.0
OpenSSL (IBB),X509_to_X509_REQ NULL pointer deref,hackerone.com/reports/73236,1,500.0
PHP (IBB),Use After Free Vulnerability in unserialize(),hackerone.com/reports/73235,2,1500.0
PHP (IBB),out of bounds read crashes php-cgi,hackerone.com/reports/73234,1,500.0
HackerOne,Markdown code block sequence makes report unreadable,hackerone.com/reports/46952,4,0.0
Mail.ru,Перечисление каталогов за счёт уязвимости в IIS,hackerone.com/reports/15652,0,0.0
Vimeo,Open Redirection Security Filter bypassed,hackerone.com/reports/44157,0,0.0
Mail.ru,No bruteforce protection leads to enumeration of emails in http://e.mail.ru/,hackerone.com/reports/39486,1,100.0
Mail.ru,e.mail.ru stored XSS in agent via sticker (smile),hackerone.com/reports/54719,0,500.0
VK.com,XSS on added name album on videos.,hackerone.com/reports/65324,0,0.0
Shopify,CSRF token fixation in facebook store app that can lead to adding attacker to victim acc,hackerone.com/reports/55911,0,500.0
Udemy,Multiple sub domain are vulnerable because of leaking full path,hackerone.com/reports/62778,1,150.0
Shopify,XSS at Bulk editing ProductVariants,hackerone.com/reports/72331,1,500.0
WePay,Unauthorized Access via Join Email Link,hackerone.com/reports/18845,1,100.0
Twitter,Insecure Data Storage in Vine Android App,hackerone.com/reports/44727,1,140.0
Mavenlink,XSS in https://app.mavenlink.com/workspaces/,hackerone.com/reports/63537,0,100.0
Cloudflare Vulnerability Disclosure,Threat control information leak,hackerone.com/reports/9775,1,0.0
HackerOne,Email Notification should be get while changing Paypal Email,hackerone.com/reports/62827,1,0.0
HackerOne,"Open redirect in ""Language change"".",hackerone.com/reports/52035,7,500.0
WePay,Horizontal Privilege Escalation,hackerone.com/reports/29420,0,350.0
Shopify,XSS at Bulk editing products,hackerone.com/reports/67132,1,500.0
Shopify,XSS at importing Product List,hackerone.com/reports/67125,2,500.0
Coinbase,Two-factor authentication (via SMS),hackerone.com/reports/66223,0,0.0
Shopify,Header Misconfiguration - PHP API,hackerone.com/reports/64941,1,0.0
LibSass,type confusion in Sass::ParserState::ParserState(Sass::ParserState const&amp;),hackerone.com/reports/66724,0,0.0
Twitter,Reporting user's profile by using another people's ID,hackerone.com/reports/47888,2,140.0
concrete5,SQL Injection Vulnerability in Concrete5 version 5.7.3.1,hackerone.com/reports/59664,0,0.0
Coin.Space,SMTP protection not used,hackerone.com/reports/56177,0,0.0
Shopify,[www.*.myshopify.com] CRLF Injection,hackerone.com/reports/66386,2,500.0
HackerOne,mailto: link injection on https://hackerone.com/directory,hackerone.com/reports/66262,1,500.0
HackerOne,Potential denial of service in hackerone.com/&lt;program&gt;/reward_settings,hackerone.com/reports/63865,3,100.0
Shopify,Force 500 Internal Server Error on any shop (for one user),hackerone.com/reports/55716,3,500.0
Shopify,XSS on support.shopify.com,hackerone.com/reports/56760,1,0.0
Shopify,XSS in myshopify.com Admin site in TAX Overrides,hackerone.com/reports/62427,1,500.0
MapLogin,Not Completed Accounts Take Over (Urgent bug),hackerone.com/reports/64626,0,0.0
Udemy,teach.udemy.com log poison vulnerability through wordpress debug.log being publically available,hackerone.com/reports/60058,1,150.0
Dropbox,XSS in dropbox main domain,hackerone.com/reports/59356,1,512.0
HackerOne,Reopen Disable Accounts/ Hidden Access After Disable,hackerone.com/reports/59659,1,500.0
HackerOne,"Privilege escalation..., or not?!",hackerone.com/reports/345,9,0.0
HackerOne,Flawed account creation process allows registration of usernames corresponding to existing file names,hackerone.com/reports/275,11,0.0
HackerOne,Report title autocompletion,hackerone.com/reports/263,5,0.0
HackerOne,SPF whitelist of mandrill leads to email forgery,hackerone.com/reports/56742,3,1000.0
concrete5,Sendmail Remote Code Execution Vulnerability in Concrete5 version 5.7.3.1,hackerone.com/reports/59663,1,0.0
concrete5,Multiple Reflected Cross Site Scripting Vulnerabilities in Concrete5 version 5.7.3.1,hackerone.com/reports/59661,0,0.0
WordPoints,Rank Creation function not validating user inputs.,hackerone.com/reports/57263,0,0.0
HackerOne,Logic error with notifications: user that has left team continues to receive notifications and can not 'clean' this area on account,hackerone.com/reports/63729,2,500.0
Shopify,Authentication Failed Mobile version,hackerone.com/reports/55530,1,500.0
Dropbox Acquisitions,XSS in https://hackpad.com/,hackerone.com/reports/53628,0,216.0
Vimeo,API: missing invalidation of OAuth2 Authorization Code during access revocation causes authorization bypass,hackerone.com/reports/57603,2,500.0
Shopify,Stored XSS in the Shopify Discussion Forums,hackerone.com/reports/59015,3,500.0
Slack,Team admin can change unauthorized team setting (allow_message_deletion),hackerone.com/reports/46750,1,100.0
HackerOne,External URL page bypass,hackerone.com/reports/63158,1,500.0
HackerOne,Logical issues with account settings,hackerone.com/reports/546,9,150.0
HackerOne,Email spoofing,hackerone.com/reports/575,17,250.0
HackerOne,Autocomplete enabled in Paypal preferences,hackerone.com/reports/842,6,100.0
HackerOne,RTL override symbol not stripped from file names,hackerone.com/reports/298,8,500.0
HackerOne,Issue with remember_user_token,hackerone.com/reports/7931,2,150.0
HackerOne,PNG compression DoS,hackerone.com/reports/454,8,500.0
HackerOne,Issue with password change,hackerone.com/reports/38343,2,500.0
Enter,Email Enumeration (POC),hackerone.com/reports/47627,3,50.0
Coinbase,New Device confirmation tokens are not properly validated.,hackerone.com/reports/30238,3,100.0
Coinbase,"New Device Confirmation, token is valid until not used.",hackerone.com/reports/36594,0,100.0
Twitter,Cross site Port Scanning bug in twitter developers console,hackerone.com/reports/49474,1,0.0
Shopify,Multiple issues on Checkout Process,hackerone.com/reports/56800,1,0.0
Shopify,Lack of SSL Pinning on POS Application ( iOS ),hackerone.com/reports/55644,1,0.0
Mail.ru,XSS in touch.sports.mail.ru,hackerone.com/reports/51140,0,0.0
Adobe,Open redirect and reflected xss in http://youthvoices.adobe.com/community?return_url=[payload her],hackerone.com/reports/50379,1,0.0
Vimeo,May cause account take over (Via invitation page),hackerone.com/reports/56182,0,0.0
jsDelivr,Pretty Photo Dom XSS,hackerone.com/reports/62385,0,0.0
Shopify,XSS in experts.shopify.com,hackerone.com/reports/57459,1,500.0
Shopify,XSS - URL Redirects,hackerone.com/reports/56662,1,0.0
Twitter,"Privecy Issue : view ""Protected users"" followers and following",hackerone.com/reports/56119,1,0.0
Twitter,Privacy Issue on protected tweets,hackerone.com/reports/55506,0,0.0
Shopify,Xss in website's link,hackerone.com/reports/54321,1,500.0
HackerOne,javascript: and mailto: links are allowed on users' profiles,hackerone.com/reports/4184,5,0.0
Mobile Vikings,XSS Vulnerability on all pages,hackerone.com/reports/60201,0,0.0
Dropbox,Race condition when redeeming coupon codes,hackerone.com/reports/59179,2,216.0
HackerOne,Content Spoofing - External Link Warning Page,hackerone.com/reports/60402,2,500.0
Vimeo,CRITICAL full source code/config disclosure for Cameo,hackerone.com/reports/43998,1,100.0
Factlink,Frameset Proxy Problem,hackerone.com/reports/55009,0,0.0
HackerOne,Fake URL + Additional vectors for homograph attack,hackerone.com/reports/59469,1,500.0
Faceless,Bypass Setup by External Activity Invoke,hackerone.com/reports/55064,0,0.0
Adobe,Reflected Cross Site Scripting - 'puser' Parameter in login page,hackerone.com/reports/50157,1,0.0
HackerOne,Making any Report Failed to load,hackerone.com/reports/59369,3,500.0
HackerOne,Homograph Attack,hackerone.com/reports/59372,2,0.0
HackerOne,Enumeration/Guess of Private (Invited) Programs,hackerone.com/reports/32990,3,0.0
HackerOne,Homograph attack,hackerone.com/reports/59375,12,500.0
Twitter,Unauthorized Tweeting on behalf of Account Owners,hackerone.com/reports/31082,1,420.0
Flash (IBB),Flash Cross Domain Policy Bypass by Using File Upload and Redirection - only in Chrome,hackerone.com/reports/51265,0,2000.0
HackerOne,(lack of) smtp transport layer security,hackerone.com/reports/6547,1,0.0
Shopify,Content Spoofing,hackerone.com/reports/58630,4,500.0
Slack,Logout any user of same team,hackerone.com/reports/54610,0,100.0
Twitter,Twitter Card - Parent Window Redirection,hackerone.com/reports/46818,0,560.0
Twitter,HTTP Response Splitting (CRLF injection) due to headers overflow,hackerone.com/reports/53843,15,2800.0
Vimeo,Insecure Direct Object References that allows to read any comment (even if it should be private),hackerone.com/reports/52181,1,150.0
Vimeo,Insecure Direct Object References in https://vimeo.com/forums,hackerone.com/reports/52176,1,500.0
Twitter,[mobile.twitter.com / twitter.com] CSRF protection bypass,hackerone.com/reports/14883,1,0.0
Snapchat,Captcha Bypass in Snapchat's Geofilter Submission Process,hackerone.com/reports/54641,0,100.0
Block.io,Various Low level Vulnerabilities,hackerone.com/reports/34188,0,0.0
HackerOne,Homograph attack,hackerone.com/reports/58612,1,500.0
Mail.ru,XSS in ad.mail.ru,hackerone.com/reports/51061,0,0.0
Mail.ru,XSS in realty.mail.ru,hackerone.com/reports/51060,0,0.0
Vimeo,[URGENT ISSUE] Add or Delete the videos in watch later list of any user .,hackerone.com/reports/52982,0,250.0
Vimeo,Post in private groups after getting removed,hackerone.com/reports/51817,1,250.0
Slack,Team admin can change unauthorized team setting (require_at_for_mention),hackerone.com/reports/46747,1,200.0
HackerOne,Marking notifications as read CSRF bug,hackerone.com/reports/5946,1,100.0
HackerOne,Denial of Service,hackerone.com/reports/17785,2,100.0
HackerOne,Anti-MIME-Sniffing header X-Content-Type-Options header has not been set.,hackerone.com/reports/9479,3,100.0
HackerOne,Logic Issue with Reputation: Boost Reputation Points,hackerone.com/reports/36211,4,500.0
Twitter,iOS App can establish Facetime calls without user's permission,hackerone.com/reports/28500,0,420.0
Twitter,Twitter Ads Campaign information disclosure through admin without any authentication.,hackerone.com/reports/49806,1,560.0
Dropbox,SSRF vulnerablity in app webhooks,hackerone.com/reports/56828,3,512.0
Vimeo,A user can add videos to other user's private groups,hackerone.com/reports/50786,2,250.0
HackerOne,Open-redirect on hackerone.com,hackerone.com/reports/57163,1,500.0
HackerOne,Missing spf flags for hackerone.com,hackerone.com/reports/57736,3,0.0
Twitter,HTTP Response Splitting (CRLF injection) in report_story,hackerone.com/reports/52042,24,3500.0
Phabricator,XSS with Time-of-Day Format,hackerone.com/reports/52822,0,300.0
Shopify,comment out causes information disclosure,hackerone.com/reports/57125,1,0.0
Vimeo,Vimeo + &amp; Vimeo PRO Unautorised Tax bypass,hackerone.com/reports/49561,1,250.0
Dropbox,XSS in version history of an HTML file in a shared folder,hackerone.com/reports/56803,0,0.0
Shopify,IDOR expire other user sessions,hackerone.com/reports/56511,4,1000.0
Shopify,Missing spf flags for myshopify.com,hackerone.com/reports/54779,3,500.0
HackerOne,Reflected File Download attack allows attacker to 'upload' executables to hackerone.com domain,hackerone.com/reports/50658,1,0.0
Dropbox Acquisitions,Privilege Escalation at invite feature @hackpad.com,hackerone.com/reports/47932,1,729.0
Adobe,files.acrobat.com stored XSS via send file,hackerone.com/reports/50358,0,0.0
Whisper,Bypass pin(4 digit passcode on your android app),hackerone.com/reports/50884,1,100.0
Twitter,twitter android app Fragment Injection,hackerone.com/reports/43988,0,420.0
Airbnb,SSL Issues,hackerone.com/reports/49537,0,0.0
Whisper,CVE-2014-0224 openssl ccs vulnerability,hackerone.com/reports/50885,0,10.0
Airbnb,Vulnerability type xss uncovered in airbnb.es,hackerone.com/reports/49513,0,0.0
Vimeo,Vimeo.com - Reflected XSS Vulnerability,hackerone.com/reports/42582,0,100.0
HackerOne,Markdown parsing issue enables insertion of malicious tags and event handlers,hackerone.com/reports/46916,9,5000.0
The Internet,open redirect in rfc6749,hackerone.com/reports/26962,2,3000.0
The Internet,Drupal 7 pre auth sql injection and remote code execution,hackerone.com/reports/31756,4,3000.0
PHP (IBB),Use after free vulnerability in unserialize(),hackerone.com/reports/55033,0,3000.0
PHP (IBB),SoapClient's __call() type confusion through unserialize(),hackerone.com/reports/55030,0,2500.0
PHP (IBB),Use after free vulnerability in unserialize() with DateTimeZone,hackerone.com/reports/55029,2,2500.0
PHP (IBB),Free called on unitialized pointer in exif.c,hackerone.com/reports/55028,0,2500.0
OpenSSL (IBB),Segmentation fault for invalid PSS parameters,hackerone.com/reports/55018,1,3000.0
Python (IBB),Multiple Python integer overflows,hackerone.com/reports/55017,2,9000.0
The Internet,Heap overflow in H. Spencer’s regex library on 32 bit systems,hackerone.com/reports/47779,1,3000.0
Airbnb,Generating Unlimited Free Travel Gift Invites | IDOR,hackerone.com/reports/49499,2,0.0
Coinbase,Sandboxed iframes don't show confirmation screen,hackerone.com/reports/54733,0,1000.0
Dropbox,Create N Accounts In Dropbox Irrespective Of Domain,hackerone.com/reports/49378,0,0.0
Mobile Vikings,Insecure crossdomain.xml,hackerone.com/reports/44652,1,0.0
Twitter,XSS in twitter.com/safety/unsafe_link_warning,hackerone.com/reports/53098,2,1400.0
Twitter,Open Redirect leak of authenticity_token lead to full account take over.,hackerone.com/reports/49759,1,1400.0
Mobile Vikings,CSRF token from another valid user session accepted,hackerone.com/reports/47357,1,0.0
Mobile Vikings,Enum phone numbers thru /en/sims/topup/add/,hackerone.com/reports/47362,1,0.0
Enter,Error stack trace,hackerone.com/reports/41469,1,100.0
Enter,stored xss in transaction,hackerone.com/reports/42161,2,250.0
Enter,Stored XSS in api key of operator wallet,hackerone.com/reports/41758,2,250.0
Vimeo,abusing Thumbnails(https://vimeo.com/upload/select_thumb) to see a private video,hackerone.com/reports/43850,1,1000.0
Slack,Team admin can add billing contacts,hackerone.com/reports/47940,1,200.0
The Internet,FREAK: Factoring RSA_EXPORT Keys to Impersonate TLS Servers,hackerone.com/reports/50170,2,7500.0
Coinbase,Invoice Details activate JS that filled in,hackerone.com/reports/21034,1,1000.0
Vimeo,Bypassing Email verification,hackerone.com/reports/49304,0,0.0
HackerOne,Team member invitations to sandboxed teams are not invalidated consistently,hackerone.com/reports/46429,1,500.0
Mail.ru,Same Origin Policy bypass,hackerone.com/reports/47495,2,600.0
Twitter,[Stored XSS] vine.co - profile page,hackerone.com/reports/36986,1,1400.0
Phabricator,SSRF vulnerability (access to metadata server on EC2 and OpenStack),hackerone.com/reports/53088,0,300.0
Flash (IBB),Race condition in workers may cause an exploitable double free by abusing bytearray.compress(),hackerone.com/reports/47227,0,10000.0
Flash (IBB),Adobe Flash Player Out-of-Bound Access Vulnerability,hackerone.com/reports/47012,0,2000.0
Flash (IBB),Use After Free in Flash MessageChannel.send can cause arbitrary code execution,hackerone.com/reports/47234,0,7500.0
Flash (IBB),Use after free during the StageVideoAvailabilityEvent can result in arbitrary code execution,hackerone.com/reports/47232,0,10000.0
Mavenlink,DNS load balancing not enabled,hackerone.com/reports/26181,1,0.0
HackerOne,Restrict any user from logging into his account.,hackerone.com/reports/48416,2,0.0
Enter,CSRF token leakage,hackerone.com/reports/46736,3,0.0
Enter,Frictionless Transferring of Wallet Ownership,hackerone.com/reports/46618,1,50.0
HackerOne,"""learn more here"", reward email - domain expired.",hackerone.com/reports/52532,3,0.0
Twitter,Singup Page HTML Injection Vulnerability,hackerone.com/reports/31554,0,140.0
Mail.ru,XSS Vulnerability in cfire.mail.ru/screen/1/,hackerone.com/reports/47322,0,0.0
Dropbox Acquisitions,unknow files Upload,hackerone.com/reports/52383,0,0.0
Vimeo,CRITICAL vulnerability - Insecure Direct Object Reference - Unauthorized access to `Videos` of Channel whose privacy is set to `Private`.,hackerone.com/reports/45960,0,250.0
HackerOne,Improperly validated fields allows injection of arbitrary HTML via spoofed React objects,hackerone.com/reports/49652,12,5000.0
Slack,Reflective XSS can be triggered in IE,hackerone.com/reports/2497,2,150.0
Nearby Live,Gain access to any user's email address,hackerone.com/reports/42154,3,0.0
Twitter,open redirect sends authenticity_token to any website or (ip address),hackerone.com/reports/50752,0,560.0
IRCCloud,Email verification links still valid after changing it 2x,hackerone.com/reports/51166,1,0.0
Twitter,getting emails of users/removing them from victims account [using typical attack],hackerone.com/reports/35287,2,140.0
Vimeo,subdomain takeover 1511493148.cloud.vimeo.com,hackerone.com/reports/46954,2,250.0
Coinbase,Credit Card Validation Issue,hackerone.com/reports/29234,0,100.0
HackerOne,Substantially weakened authenticity verification when using 'Remember me for a week',hackerone.com/reports/49357,1,0.0
concrete5,Stored XSS in concrete5 5.7.0.4.,hackerone.com/reports/30019,0,0.0
Coinbase,open authentication bug,hackerone.com/reports/48065,0,100.0
Vimeo,A user can post comments on other user's private videos,hackerone.com/reports/50829,1,500.0
Vimeo,A user can edit comments even after video comments are disabled,hackerone.com/reports/50776,1,250.0
Flash (IBB),Adobe Flash Player Out-of-Bound Read/Write Vulnerability,hackerone.com/reports/31408,0,5000.0
Flash (IBB),Adobe Flash Player MP4 Use-After-Free Vulnerability,hackerone.com/reports/30567,1,2000.0
Flash (IBB),Adobe Flash Player MP4 Use-After-Free Vulnerability,hackerone.com/reports/36279,1,2000.0
Phabricator,Server Side Request Forgery in macro creation,hackerone.com/reports/50537,0,0.0
Slack,Stored XSS in Slack.com,hackerone.com/reports/6002,2,300.0
Twitter,XSS in original referrer after follow,hackerone.com/reports/50134,1,1400.0
Vimeo,player.vimeo.com - Reflected XSS Vulnerability,hackerone.com/reports/43672,0,100.0
Vimeo,Vimeo.com - reflected xss vulnerability,hackerone.com/reports/42584,0,100.0
Twitter,Fabric.io - an app admin can delete team members from other user apps,hackerone.com/reports/43065,1,1120.0
Twitter,fabric.io - app member can make himself an admin,hackerone.com/reports/42961,2,1400.0
HackerOne,HTTPS is not enforced for objects stored by HackerOne on Amazon S3,hackerone.com/reports/43280,3,0.0
Vimeo,Full account takeover via Add a New Email to account without email verified and without password confirmation.,hackerone.com/reports/45084,1,0.0
Vimeo,Poodle bleed vulnerability in cloud sub domain,hackerone.com/reports/44202,3,0.0
Dropbox,Unvalidated Redirects and Stored XSS,hackerone.com/reports/44739,0,0.0
Mobile Vikings,"Number, username and name disclosure",hackerone.com/reports/45243,1,0.0
Mobile Vikings,Stored xss in user name (2) affected another user.,hackerone.com/reports/47349,1,0.0
Mobile Vikings,Reflected xss in user name thru cookie,hackerone.com/reports/47341,1,0.0
Mobile Vikings,Stored xss in user name,hackerone.com/reports/47343,1,0.0
Mobile Vikings,Stored XSS in Direct debit name,hackerone.com/reports/45233,1,0.0
Mobile Vikings,Username and sim id enum,hackerone.com/reports/47358,2,0.0
Mobile Vikings,Approve topup method by sender of this method,hackerone.com/reports/47384,1,0.0
HackerOne,Auto Approval of Invitation to join Team as a Team member,hackerone.com/reports/49566,1,0.0
Vimeo,Ability to Download Music Tracks Without Paying (Missing permission check on`/musicstore/download`),hackerone.com/reports/43770,1,250.0
Twitter,Redirect URL in /intent/ functionality is not properly escaped,hackerone.com/reports/48516,0,1400.0
The Internet,Bad Write in TTF font parsing (win32k.sys),hackerone.com/reports/48100,0,5000.0
HackerOne,Team member invitations to sandboxed teams are not invalidated consistently (v2),hackerone.com/reports/48422,1,500.0
HackerOne,"CSP Bypass: Click handler for links with data-method=""post"" can cause authenticity_token to be sent off domain",hackerone.com/reports/47472,5,2000.0
Greenhouse.io,Subdomain Takeover using blog.greenhouse.io pointing to Hubspot,hackerone.com/reports/38007,13,1000.0
Vimeo,Adding profile picture to anyone on Vimeo,hackerone.com/reports/43617,4,1000.0
Vimeo,Vimeo.com Insecure Direct Object References Reset Password,hackerone.com/reports/42587,5,5000.0
Twitter,User's DM won't deleted after logout from Twitter for iOS (com.atebits.xxx.application-state),hackerone.com/reports/23913,1,0.0
Vimeo,XSS on any site that includes the moogaloop flash player | deprecated embed code,hackerone.com/reports/44512,0,1000.0
Twitter,URGENT - SUBDOMAIN TAKEOVER ON TWITTER ACQ.,hackerone.com/reports/44578,0,0.0
Twitter,Path disclosure in platform0.twitter.com,hackerone.com/reports/44371,0,0.0
HackerOne,Insecure Direct Object Reference vulnerability,hackerone.com/reports/46397,3,500.0
Twitter,Flaw in login with twitter to steal Oauth tokens,hackerone.com/reports/44492,1,140.0
Twitter,HTML/XSS rendered in Android App of Crashlytics through fabric.io,hackerone.com/reports/41856,1,1400.0
Localize,files likes of README.md is public,hackerone.com/reports/31255,0,0.0
Localize,PHP reveals potentially sensitive information via certain HTTP requests that contain specific QUERY strings.,hackerone.com/reports/30787,0,0.0
Vimeo,profile photo update bypass,hackerone.com/reports/43758,0,0.0
Vimeo,Buying ondemand videos that,hackerone.com/reports/43602,0,260.0
Dropbox,WP User Enumeration is possible at https://blog.dropbox.com,hackerone.com/reports/43269,1,0.0
Nearby Live,Group Invite not properly authenticated,hackerone.com/reports/46379,0,0.0
Vimeo,Misconfigured crossdomain.xml - vimeo.com,hackerone.com/reports/43070,0,0.0
Flash (IBB),chrome allows POST requests with custom headers using flash + 307 redirect,hackerone.com/reports/42240,3,1000.0
Twitter,Account Deleted without any confirmation,hackerone.com/reports/42403,0,0.0
HackerOne,Improper way of validating a program,hackerone.com/reports/44888,2,500.0
HackerOne,Vulnerability with the way \ escaped characters in &lt;http://danlec.com&gt; style links are rendered,hackerone.com/reports/46072,13,5000.0
Vimeo,"Brute force on ""vimeo"" cookie",hackerone.com/reports/46109,0,0.0
Vimeo,CSRF bypass,hackerone.com/reports/45428,0,0.0
Vimeo,ftp upload of video allows naming that is not sanitized as the manual naming,hackerone.com/reports/45368,0,100.0
Vimeo,XSS on Vimeo,hackerone.com/reports/45484,1,100.0
Vimeo,Vimeo Search - XSS Vulnerability [http://vimeo.com/search],hackerone.com/reports/44798,1,100.0
Vimeo,Make API calls on behalf of another user (CSRF protection bypass),hackerone.com/reports/44146,16,1000.0
WePay,Broken Authentication – Session Token bug,hackerone.com/reports/39203,0,0.0
HackerOne,"""early preview"" programs disclosure",hackerone.com/reports/29185,4,0.0
Vimeo,unvalid open authentication with facebook,hackerone.com/reports/44425,0,0.0
Vimeo,USER PRIVACY VIOLATED (PRIVATE DATA GETTING TRANSFER OVER INSECURE CHANNEL ),hackerone.com/reports/44056,0,0.0
Localize,PHP PDOException and Full Path Disclosure,hackerone.com/reports/19363,0,0.0
ThisData,Missing SPF header on revert.io,hackerone.com/reports/36459,0,0.0
QIWI,"Metadata in hosted files is disclosing Usernames, Printers, paths, admin guides. emails",hackerone.com/reports/36586,0,0.0
Phabricator,Phabricator Phame Blog Skins Local File Inclusion,hackerone.com/reports/39428,0,500.0
Openfolio,xss in /browse/contacts/,hackerone.com/reports/38189,0,100.0
Vimeo,APIs for channels allow HTML entities that may cause XSS issue,hackerone.com/reports/42702,0,100.0
Informatica,Missing SPF for informatica.com,hackerone.com/reports/39250,0,0.0
Python (IBB),PyUnicode_FromFormatV crasher,hackerone.com/reports/43443,0,1000.0
Ruby on Rails,Arbitrary file existence disclosure in Action Pack,hackerone.com/reports/43440,3,1000.0
Slack,Facebook Takeover using Slack using 302 from files.slack.com with access_token,hackerone.com/reports/6017,5,500.0
Mail.ru,Stored XSS on http://top.mail.ru,hackerone.com/reports/11919,1,300.0
Phabricator,Phabricator Diffusion application allows unauthorized users to delete mirrors,hackerone.com/reports/38965,0,300.0
Twitter,"URGENT - Subdomain Takeover on users.tweetdeck.com , the same issue",hackerone.com/reports/42236,2,420.0
Twitter,No rate limiting on creating lists,hackerone.com/reports/42250,0,0.0
Twitter,Notifications can mark as read by CSRF,hackerone.com/reports/36980,0,0.0
Uzbey,Suck My Motherfucking Dick,hackerone.com/reports/33587,0,0.0
Block.io,Bypassed or command injection,hackerone.com/reports/34917,1,0.0
Twitter,Homograph attack.,hackerone.com/reports/37108,1,0.0
Twitter,"Abuse of ""Remember Me"" functionality.",hackerone.com/reports/37822,0,0.0
RelateIQ,Cross-site Scripting in mailing (username),hackerone.com/reports/20049,0,100.0
QIWI,[static.qiwi.com] XSS proxy.html,hackerone.com/reports/35363,0,200.0
Twitter,Options Method Enabled,hackerone.com/reports/33987,0,0.0
Twitter,Option Method Enabled on web server,hackerone.com/reports/33986,0,0.0
RelateIQ,Relateiq SSLv3 deprecated protocol vulnerability.,hackerone.com/reports/30852,1,250.0
Twitter,XSS in fabric.io,hackerone.com/reports/32519,1,280.0
Eobot,OPTIONS METHOD ENABLED,hackerone.com/reports/37102,0,0.0
Openfolio,Options Method Enabled,hackerone.com/reports/36409,0,0.0
QIWI,Code for registration of qiwi account is not coming even after a long interval of time for Indian mobile number,hackerone.com/reports/35532,1,0.0
Slack,SSRF on https://whitehataudit.slack.com/account/photo,hackerone.com/reports/14127,2,300.0
QIWI,[qiwi.com] /oauth/confirm.action XSS,hackerone.com/reports/36319,1,100.0
Twitter,Open redirection in fabric.io,hackerone.com/reports/39631,1,280.0
QIWI,[send.qiwi.ru] Soap-based XXE vulnerability /soapserver/,hackerone.com/reports/36450,10,1000.0
QIWI,[send.qiwi.ru] XSS at auth?login=,hackerone.com/reports/35413,0,200.0
